household_id,distributor_id,pincode,last_booking_date,request_date,days_since_last_booking,is_bpl,urgency,crisis_level,cylinders_requested,stock_at_distributor,queue_position,location_changes_30d,booking_gap_days,target_priority_score,target_expected_wait_hours
hh-000246,dist-12,411001,06-02-2026,10-02-2026,50,0,regular,normal,1,53,94,0,41,47.01,30.29
hh-000247,dist-2,411001,06-03-2026,07-03-2026,22,0,regular,emergency,1,135,19,0,21,62.86,13.02
hh-000248,dist-3,416001,23-03-2026,26-03-2026,5,0,regular,normal,1,25,45,0,4,23.77,20.54
hh-000249,dist-14,411001,18-02-2026,21-02-2026,38,0,regular,normal,1,130,101,1,28,57.15,24.56
hh-000250,dist-3,400001,15-03-2026,17-03-2026,13,1,bpl,emergency,1,104,21,0,5,90.32,5.49
hh-000251,dist-20,440001,11-02-2026,16-02-2026,45,0,regular,normal,1,119,21,0,40,57.72,10.52
hh-000252,dist-18,416001,02-03-2026,05-03-2026,26,0,regular,normal,1,108,74,0,19,58.15,21.31
hh-000253,dist-3,431001,13-03-2026,16-03-2026,15,0,regular,normal,1,171,38,2,8,40.91,13.26
hh-000254,dist-16,422001,26-02-2026,27-02-2026,30,1,regular,normal,1,105,48,0,30,76.63,15.14
hh-000255,dist-9,440001,14-03-2026,17-03-2026,14,0,medical,normal,1,146,53,2,5,61.2,16.23
hh-000256,dist-17,422001,16-02-2026,20-02-2026,40,0,regular,alert,1,84,11,0,40,54.41,8.16
hh-000257,dist-20,411001,07-01-2026,12-01-2026,80,0,medical,normal,2,57,17,0,79,84.27,8.52
hh-000258,dist-5,440001,16-03-2026,16-03-2026,12,0,bpl,alert,1,109,71,0,8,44.14,20.26
hh-000259,dist-20,440001,10-03-2026,12-03-2026,18,0,regular,normal,1,33,119,0,17,45.79,30.62
hh-000260,dist-14,431001,19-03-2026,21-03-2026,9,1,bpl,normal,1,44,80,0,3,70.15,23.91
hh-000261,dist-8,400001,21-03-2026,22-03-2026,7,0,regular,alert,1,85,40,0,0,36.82,13.58
hh-000262,dist-5,431001,04-03-2026,07-03-2026,24,0,regular,alert,1,173,12,0,21,62.5,6.61
hh-000263,dist-17,431001,02-03-2026,03-03-2026,26,0,regular,normal,1,42,100,1,17,58.57,28.37
hh-000264,dist-2,411001,07-03-2026,10-03-2026,21,1,medical,normal,1,126,65,0,20,89.75,14.81
hh-000265,dist-20,422001,28-02-2026,01-03-2026,28,0,medical,normal,1,74,96,1,27,79.14,25.28
hh-000266,dist-19,411001,04-03-2026,09-03-2026,24,0,regular,normal,1,13,111,0,14,61.8,32.06
hh-000267,dist-6,440001,16-01-2026,17-01-2026,71,1,regular,normal,1,172,36,0,65,79.64,9.49
hh-000268,dist-15,431001,13-03-2026,15-03-2026,15,0,regular,normal,1,177,108,1,7,35.7,27.1
hh-000269,dist-4,422001,26-01-2026,30-01-2026,61,0,medical,normal,1,174,39,0,53,80.83,8.13
hh-000270,dist-13,416001,20-02-2026,21-02-2026,36,1,bpl,normal,1,115,52,0,36,77.76,11.76
hh-000271,dist-11,416001,22-02-2026,23-02-2026,34,0,regular,normal,2,99,65,0,32,61.41,15.5
hh-000272,dist-10,400001,17-02-2026,20-02-2026,39,0,regular,alert,2,93,84,0,34,64.35,24.65
hh-000273,dist-11,431001,22-02-2026,22-02-2026,34,1,bpl,alert,1,157,75,2,33,92.41,17.78
hh-000274,dist-13,440001,10-03-2026,11-03-2026,18,1,bpl,alert,1,112,73,1,11,86.95,19.98
hh-000275,dist-3,422001,16-03-2026,16-03-2026,12,0,bpl,normal,1,61,98,0,3,47.42,25.81
hh-000276,dist-5,440001,21-02-2026,25-02-2026,35,1,bpl,normal,1,144,26,0,35,94.24,6.08
hh-000277,dist-7,400001,09-02-2026,09-02-2026,47,0,regular,normal,1,41,14,0,38,56.49,11.74
hh-000278,dist-10,431001,24-02-2026,27-02-2026,32,0,regular,normal,1,42,44,3,25,55.36,18
hh-000279,dist-1,411001,21-03-2026,25-03-2026,7,0,bpl,normal,1,39,47,0,7,34.95,21.18
hh-000280,dist-20,400001,28-01-2026,29-01-2026,59,1,regular,normal,1,37,54,0,58,72.66,17.67
hh-000281,dist-7,416001,13-03-2026,18-03-2026,15,1,regular,normal,1,167,78,0,9,59.91,20.19
hh-000282,dist-20,400001,14-02-2026,17-02-2026,42,1,bpl,normal,1,141,26,0,36,88.68,8.51
hh-000283,dist-7,416001,10-02-2026,15-02-2026,46,0,regular,normal,2,154,86,0,45,57.29,22.03
hh-000284,dist-4,431001,04-03-2026,07-03-2026,24,0,regular,emergency,1,52,112,0,20,61.16,31.52
hh-000285,dist-4,400001,10-03-2026,12-03-2026,18,0,regular,normal,1,92,46,1,9,43.25,18.16
hh-000286,dist-11,411001,28-01-2026,28-01-2026,59,0,medical,normal,1,130,103,0,57,84.68,25.34
hh-000287,dist-6,400001,10-02-2026,15-02-2026,46,1,bpl,alert,1,105,100,0,46,100,19.65
hh-000288,dist-5,422001,18-03-2026,23-03-2026,10,1,regular,normal,1,88,2,0,0,45.48,6.5
hh-000289,dist-19,411001,19-02-2026,24-02-2026,37,0,regular,normal,1,32,56,0,34,51.13,20.84
hh-000290,dist-13,411001,17-03-2026,20-03-2026,11,0,regular,emergency,1,48,65,1,4,46.08,21.4
hh-000291,dist-11,411001,17-02-2026,20-02-2026,39,1,bpl,normal,1,68,11,0,30,81.53,7.94
hh-000292,dist-11,400001,25-02-2026,01-03-2026,31,0,regular,normal,1,148,1,1,22,62.55,4.71
hh-000293,dist-18,411001,29-01-2026,31-01-2026,58,0,regular,normal,1,124,43,0,49,51.86,13.05
hh-000294,dist-15,400001,28-02-2026,01-03-2026,28,0,medical,normal,1,82,71,0,27,82.3,18.35
hh-000295,dist-14,400001,27-01-2026,01-02-2026,60,1,bpl,normal,1,56,92,0,54,94.43,23.5
hh-000296,dist-19,400001,13-01-2026,17-01-2026,74,0,regular,normal,1,135,1,0,74,52.98,5.44
hh-000297,dist-16,440001,08-03-2026,11-03-2026,20,0,regular,normal,1,34,50,0,11,50.51,18.13
hh-000298,dist-14,440001,12-01-2026,16-01-2026,75,0,regular,normal,2,123,104,0,69,50.33,24.89
hh-000299,dist-10,416001,17-02-2026,22-02-2026,39,0,regular,alert,1,61,80,0,29,59.63,24.82
hh-000300,dist-6,440001,04-02-2026,08-02-2026,52,0,regular,normal,1,157,74,2,46,53.12,17.73
hh-000301,dist-10,422001,10-03-2026,11-03-2026,18,0,regular,normal,1,59,35,0,16,50.03,14.62
hh-000302,dist-2,416001,27-02-2026,03-03-2026,29,1,regular,normal,1,165,112,0,21,81.35,24.04
hh-000303,dist-13,411001,09-02-2026,09-02-2026,47,0,regular,normal,1,105,50,0,37,55.06,17.35
hh-000304,dist-9,411001,29-01-2026,03-02-2026,58,0,regular,alert,2,173,48,0,50,62.81,13.59
hh-000305,dist-7,431001,12-01-2026,16-01-2026,75,0,bpl,normal,1,38,49,0,71,67.02,17.28
hh-000306,dist-9,400001,09-03-2026,13-03-2026,19,1,bpl,normal,1,21,100,2,10,78.87,26.77
hh-000307,dist-18,431001,13-01-2026,14-01-2026,74,0,medical,normal,1,137,21,0,66,76.95,8.84
hh-000308,dist-11,431001,19-02-2026,23-02-2026,37,1,bpl,alert,2,174,2,0,32,86.83,4.54
hh-000309,dist-20,411001,20-01-2026,22-01-2026,67,0,regular,normal,2,106,33,0,63,61.77,11.94
hh-000310,dist-17,440001,07-03-2026,08-03-2026,21,1,bpl,alert,1,32,22,2,13,80.5,11
hh-000311,dist-7,416001,08-02-2026,11-02-2026,48,1,bpl,normal,2,119,83,1,47,88.95,18.62
hh-000312,dist-11,400001,17-02-2026,19-02-2026,39,1,medical,alert,1,66,117,0,33,96.12,27.61
hh-000313,dist-1,422001,13-02-2026,15-02-2026,43,0,regular,normal,1,157,6,0,42,54.04,8.26
hh-000314,dist-10,440001,26-02-2026,02-03-2026,30,0,medical,normal,1,129,21,0,28,79.85,5.13
hh-000315,dist-10,416001,01-02-2026,05-02-2026,55,0,medical,alert,1,103,2,0,47,86.74,3.8
hh-000316,dist-20,422001,05-02-2026,06-02-2026,51,0,regular,normal,2,96,28,0,41,58.32,10.27
hh-000317,dist-8,440001,01-02-2026,01-02-2026,55,1,regular,normal,1,148,60,0,54,76.62,16.41
hh-000318,dist-7,416001,10-02-2026,14-02-2026,46,0,regular,normal,1,80,80,0,43,55.19,23.68
hh-000319,dist-10,416001,01-03-2026,03-03-2026,27,0,regular,normal,1,9,41,0,24,55.65,16.52
hh-000320,dist-12,411001,23-02-2026,24-02-2026,33,0,regular,normal,1,132,71,0,23,50.98,18.33
hh-000321,dist-18,411001,15-03-2026,16-03-2026,13,0,bpl,normal,1,137,81,0,4,41.97,21.62
hh-000322,dist-2,440001,11-02-2026,14-02-2026,45,0,bpl,normal,1,108,29,1,36,68.65,9.07
hh-000323,dist-17,440001,05-03-2026,09-03-2026,23,0,medical,normal,2,165,88,0,15,75.5,22.24
hh-000324,dist-19,416001,16-01-2026,20-01-2026,71,1,regular,alert,1,132,30,0,66,83.6,11.53
hh-000325,dist-12,422001,08-01-2026,11-01-2026,79,0,regular,normal,1,141,82,1,75,52.42,21.28
hh-000326,dist-13,431001,04-03-2026,08-03-2026,24,0,regular,normal,2,65,67,0,19,48.43,21.17
hh-000327,dist-1,440001,19-02-2026,20-02-2026,37,0,regular,normal,1,46,24,0,28,56.59,12.18
hh-000328,dist-14,431001,06-03-2026,11-03-2026,22,0,regular,normal,1,113,3,0,20,47.88,6.37
hh-000329,dist-17,400001,19-01-2026,24-01-2026,68,1,regular,normal,1,111,77,2,58,83.33,19.01
hh-000330,dist-10,400001,21-02-2026,26-02-2026,35,1,bpl,normal,1,113,77,0,26,90.09,17.33
hh-000331,dist-17,431001,15-02-2026,19-02-2026,41,0,medical,alert,1,104,50,0,41,88.34,15.77
hh-000332,dist-14,411001,15-02-2026,19-02-2026,41,1,regular,alert,1,144,65,0,40,80.9,16.62
hh-000333,dist-18,400001,19-02-2026,22-02-2026,37,0,regular,normal,1,19,90,0,34,61.25,26.71
hh-000334,dist-12,440001,16-02-2026,19-02-2026,40,0,regular,alert,1,73,62,0,39,61.3,21.52
hh-000335,dist-9,411001,19-02-2026,22-02-2026,37,0,medical,normal,1,104,84,0,32,78.4,20.91
hh-000336,dist-19,431001,14-02-2026,16-02-2026,42,1,bpl,normal,2,109,97,0,34,89.97,20.52
hh-000337,dist-18,440001,03-02-2026,08-02-2026,53,0,regular,normal,1,43,110,1,52,56.94,28.63
hh-000338,dist-6,400001,17-02-2026,18-02-2026,39,1,bpl,normal,1,21,21,0,29,90.75,11.1
hh-000339,dist-16,440001,14-03-2026,18-03-2026,14,1,bpl,normal,1,106,120,3,5,68.17,27.52
hh-000340,dist-2,411001,11-02-2026,15-02-2026,45,0,regular,normal,1,81,25,0,36,50.82,11.32
hh-000341,dist-6,416001,09-03-2026,14-03-2026,19,1,medical,normal,2,110,46,0,13,83.86,11.56
hh-000342,dist-3,400001,16-02-2026,16-02-2026,40,0,regular,normal,1,78,29,0,37,53.09,12.7
hh-000343,dist-9,411001,02-03-2026,05-03-2026,26,1,bpl,normal,2,139,33,1,17,88,11.18
hh-000344,dist-19,422001,22-02-2026,23-02-2026,34,0,regular,emergency,1,158,111,0,33,68.81,28.17
hh-000345,dist-8,431001,08-02-2026,11-02-2026,48,1,bpl,normal,1,81,12,0,43,97.22,6.76
hh-000346,dist-11,431001,05-02-2026,06-02-2026,51,1,bpl,normal,2,56,64,0,48,88.26,14.75
hh-000347,dist-8,411001,02-02-2026,06-02-2026,54,0,regular,normal,1,28,87,2,47,51.87,25.3
hh-000348,dist-2,422001,24-01-2026,28-01-2026,63,1,bpl,alert,1,78,63,0,55,94.46,16.81
hh-000349,dist-5,400001,19-03-2026,19-03-2026,9,0,regular,alert,1,52,59,2,1,30.08,22.24
hh-000350,dist-7,422001,04-03-2026,07-03-2026,24,0,regular,normal,1,68,35,0,15,51.59,14.99
hh-000351,dist-7,422001,03-03-2026,07-03-2026,25,0,regular,alert,1,41,74,0,24,58.68,20.38
hh-000352,dist-14,422001,22-02-2026,25-02-2026,34,1,bpl,alert,1,115,64,0,24,88.65,15.45
hh-000353,dist-10,431001,09-02-2026,11-02-2026,47,0,regular,normal,1,73,61,1,46,53.57,19.35
hh-000354,dist-12,440001,25-02-2026,27-02-2026,31,0,regular,normal,1,163,26,0,21,55.53,10.01
hh-000355,dist-12,431001,23-01-2026,25-01-2026,64,0,regular,alert,1,81,60,0,62,66.87,15.61
hh-000356,dist-14,416001,15-03-2026,18-03-2026,13,0,regular,alert,1,88,41,0,9,38.83,14.29
hh-000357,dist-12,416001,08-03-2026,08-03-2026,20,0,regular,normal,1,68,85,0,19,47.99,25.94
hh-000358,dist-3,422001,03-02-2026,04-02-2026,53,1,regular,normal,1,75,80,0,43,80.61,19.83
hh-000359,dist-8,416001,28-01-2026,01-02-2026,59,1,bpl,normal,1,177,46,1,54,91.95,10.58
hh-000360,dist-9,440001,08-03-2026,12-03-2026,20,0,bpl,normal,1,169,96,0,11,53.75,25.75
hh-000361,dist-10,431001,02-03-2026,04-03-2026,26,1,regular,normal,1,47,39,0,18,79.1,11.38
hh-000362,dist-10,422001,04-02-2026,05-02-2026,52,0,regular,normal,1,118,103,0,49,58.46,24.11
hh-000363,dist-14,440001,12-02-2026,16-02-2026,44,1,bpl,normal,1,64,34,0,34,89.45,13.75
hh-000364,dist-9,431001,07-03-2026,11-03-2026,21,0,regular,normal,1,42,38,0,14,45.65,16.02
hh-000365,dist-16,411001,21-03-2026,22-03-2026,7,1,bpl,emergency,2,80,35,0,0,70.58,10.87
hh-000366,dist-1,422001,20-02-2026,20-02-2026,36,1,bpl,alert,1,16,43,0,34,100,15.93
hh-000367,dist-18,422001,26-02-2026,27-02-2026,30,0,bpl,normal,1,71,50,0,23,69.23,20.44
hh-000368,dist-15,416001,22-02-2026,26-02-2026,34,0,regular,emergency,1,87,120,0,24,68.1,26.28
hh-000369,dist-17,400001,23-01-2026,25-01-2026,64,1,bpl,normal,1,63,15,0,58,87.91,8.4
hh-000370,dist-19,400001,16-02-2026,21-02-2026,40,1,bpl,emergency,1,160,20,0,39,100,7.77
hh-000371,dist-20,431001,16-03-2026,21-03-2026,12,0,regular,normal,1,145,102,0,5,36.23,31.72
hh-000372,dist-12,422001,06-02-2026,07-02-2026,50,1,regular,normal,1,18,63,0,42,75.29,23.12
hh-000373,dist-19,411001,25-01-2026,29-01-2026,62,0,regular,normal,1,149,21,0,60,49.97,11.07
hh-000374,dist-12,422001,08-03-2026,12-03-2026,20,0,medical,normal,1,101,100,0,15,68.94,22.32
hh-000375,dist-13,411001,14-02-2026,15-02-2026,42,0,regular,normal,1,172,42,0,34,56.35,13.51
hh-000376,dist-6,400001,16-02-2026,20-02-2026,40,1,bpl,normal,1,176,63,0,31,88.86,16.92
hh-000377,dist-3,400001,23-01-2026,23-01-2026,64,1,regular,normal,1,171,8,0,58,80.11,2.79
hh-000378,dist-20,431001,15-03-2026,19-03-2026,13,0,regular,alert,1,140,13,0,10,39.46,9.25
hh-000379,dist-8,440001,25-02-2026,25-02-2026,31,1,regular,alert,1,171,74,0,24,81.76,16.75
hh-000380,dist-6,411001,18-02-2026,23-02-2026,38,0,regular,normal,1,98,116,0,33,59.32,27.17
hh-000381,dist-14,416001,27-02-2026,27-02-2026,29,1,bpl,normal,1,73,47,2,22,89.08,13.29
hh-000382,dist-10,440001,24-03-2026,28-03-2026,4,1,medical,alert,2,62,110,0,0,76.18,26.71
hh-000383,dist-19,411001,04-03-2026,05-03-2026,24,0,medical,normal,1,71,30,0,20,79.39,11.62
hh-000384,dist-3,416001,22-01-2026,22-01-2026,65,1,bpl,normal,1,32,77,0,65,88.37,19.86
hh-000385,dist-2,431001,25-01-2026,30-01-2026,62,1,bpl,normal,1,66,96,0,53,94.11,22.19
hh-000386,dist-13,400001,10-03-2026,14-03-2026,18,1,bpl,normal,1,64,20,0,12,82.58,8.5
hh-000387,dist-17,400001,11-03-2026,14-03-2026,17,1,bpl,normal,1,154,96,0,11,73.68,24.81
hh-000388,dist-5,411001,16-02-2026,20-02-2026,40,1,regular,normal,1,142,32,0,36,77.59,8.89
hh-000389,dist-3,400001,01-03-2026,04-03-2026,27,0,regular,normal,1,14,99,0,22,47.94,27.48
hh-000390,dist-20,411001,09-02-2026,11-02-2026,47,0,bpl,normal,1,29,15,0,44,77.68,9.36
hh-000391,dist-1,431001,21-03-2026,25-03-2026,7,1,regular,normal,1,145,28,0,0,47.01,9.95
hh-000392,dist-5,416001,11-02-2026,11-02-2026,45,1,regular,normal,1,51,8,0,36,76.4,9.49
hh-000393,dist-3,422001,27-02-2026,04-03-2026,29,0,regular,alert,1,82,112,1,23,63.46,29.26
hh-000394,dist-4,431001,07-03-2026,09-03-2026,21,0,regular,normal,2,151,119,0,21,48.08,31.8
hh-000395,dist-16,422001,28-02-2026,28-02-2026,28,1,regular,normal,1,136,36,1,18,76.81,12.54
hh-000396,dist-18,431001,10-03-2026,14-03-2026,18,1,bpl,normal,1,141,87,0,8,74.39,20.01
hh-000397,dist-5,422001,18-02-2026,23-02-2026,38,0,regular,normal,1,43,75,0,35,59.23,22.1
hh-000398,dist-17,411001,11-02-2026,13-02-2026,45,0,bpl,alert,1,48,41,0,37,76.9,14.33
hh-000399,dist-5,416001,12-01-2026,13-01-2026,75,0,medical,emergency,1,171,120,0,73,92.35,25.91
hh-000400,dist-1,440001,15-02-2026,18-02-2026,41,0,regular,normal,1,14,46,0,34,62.15,20.95
hh-000401,dist-12,411001,07-03-2026,08-03-2026,21,0,regular,normal,1,11,119,0,15,49.02,36.82
hh-000402,dist-7,400001,14-02-2026,17-02-2026,42,0,medical,normal,1,125,114,0,36,80.9,24.3
hh-000403,dist-11,422001,19-02-2026,20-02-2026,37,0,regular,normal,1,17,67,0,30,57.55,22.79
hh-000404,dist-17,440001,19-02-2026,21-02-2026,37,1,bpl,normal,1,20,25,0,31,94.15,9.95
hh-000405,dist-15,411001,19-02-2026,24-02-2026,37,1,bpl,normal,1,173,58,0,29,94.26,15.76
hh-000406,dist-18,411001,23-02-2026,28-02-2026,33,1,bpl,normal,1,59,113,0,29,86.4,29.49
hh-000407,dist-6,416001,13-02-2026,17-02-2026,43,1,regular,normal,1,106,94,0,35,75.2,22.21
hh-000408,dist-13,400001,11-02-2026,14-02-2026,45,0,regular,normal,1,45,23,0,45,53.99,13.61
hh-000409,dist-10,416001,25-03-2026,28-03-2026,3,0,bpl,emergency,1,11,59,0,0,44.59,22.93
hh-000410,dist-8,411001,14-03-2026,15-03-2026,14,0,regular,normal,1,70,113,0,5,32.88,29.16
hh-000411,dist-2,411001,27-01-2026,28-01-2026,60,0,medical,normal,1,162,39,0,59,83.96,11.56
hh-000412,dist-6,416001,16-02-2026,18-02-2026,40,1,bpl,normal,1,124,96,0,40,91.81,22.55
hh-000413,dist-13,400001,22-02-2026,22-02-2026,34,0,regular,normal,1,78,43,0,26,57.68,15.7
hh-000414,dist-4,440001,21-02-2026,25-02-2026,35,0,regular,emergency,1,81,55,0,30,68.68,18
hh-000415,dist-12,411001,20-02-2026,25-02-2026,36,0,regular,alert,1,164,30,0,33,63.88,10.89
hh-000416,dist-4,416001,25-02-2026,27-02-2026,31,0,regular,emergency,1,151,104,0,31,65.12,23.82
hh-000417,dist-3,431001,12-03-2026,14-03-2026,16,1,bpl,alert,1,109,93,0,16,80.3,21.32
hh-000418,dist-16,422001,13-02-2026,17-02-2026,43,0,regular,normal,1,145,115,0,37,58.22,28.12
hh-000419,dist-10,440001,06-03-2026,09-03-2026,22,0,regular,normal,1,98,9,2,18,51.97,6.49
hh-000420,dist-18,411001,25-01-2026,27-01-2026,62,0,regular,normal,1,88,91,0,56,64,24.79
hh-000421,dist-15,431001,02-02-2026,04-02-2026,54,1,bpl,normal,1,31,57,0,47,90.91,17.18
hh-000422,dist-16,416001,03-02-2026,08-02-2026,53,0,regular,normal,1,140,87,3,50,56.29,21.25
hh-000423,dist-17,400001,15-02-2026,15-02-2026,41,0,medical,normal,1,127,114,0,33,80.67,23.88
hh-000424,dist-19,431001,03-03-2026,07-03-2026,25,1,regular,normal,1,120,86,0,23,75.08,21.81
hh-000425,dist-18,440001,03-03-2026,07-03-2026,25,0,medical,normal,2,80,74,0,24,73.82,22.43
hh-000426,dist-15,400001,12-03-2026,17-03-2026,16,0,medical,normal,1,117,51,0,7,68.37,13.4
hh-000427,dist-15,440001,04-02-2026,09-02-2026,52,1,bpl,normal,1,28,119,0,45,87.39,30.25
hh-000428,dist-15,400001,22-02-2026,23-02-2026,34,0,regular,normal,1,65,19,1,25,56.81,12.18
hh-000429,dist-11,431001,28-02-2026,03-03-2026,28,1,regular,normal,1,51,37,0,19,72.75,13.11
hh-000430,dist-4,431001,22-02-2026,24-02-2026,34,1,regular,normal,1,69,80,0,32,80.88,20.55
hh-000431,dist-7,416001,02-02-2026,05-02-2026,54,0,regular,normal,1,68,23,0,53,56.58,9.03
hh-000432,dist-4,440001,23-02-2026,26-02-2026,33,0,regular,normal,1,111,9,0,23,59.69,4.65
hh-000433,dist-11,422001,10-03-2026,12-03-2026,18,1,regular,normal,1,170,104,0,16,61.67,24.47
hh-000434,dist-13,440001,01-03-2026,01-03-2026,27,1,regular,normal,1,85,118,2,21,75.21,24.62
hh-000435,dist-19,400001,27-01-2026,29-01-2026,60,0,regular,alert,1,148,7,0,52,64.62,4.95
hh-000436,dist-1,411001,07-02-2026,10-02-2026,49,1,bpl,normal,1,119,70,0,47,86.45,17.24
hh-000437,dist-12,422001,11-03-2026,12-03-2026,17,0,medical,normal,1,12,19,0,10,59.06,10.34
hh-000438,dist-3,411001,01-02-2026,04-02-2026,55,0,regular,normal,1,116,80,0,47,50.42,23.24
hh-000439,dist-12,411001,27-01-2026,27-01-2026,60,1,bpl,normal,1,136,35,0,52,88.07,9.77
hh-000440,dist-19,422001,09-02-2026,13-02-2026,47,1,regular,normal,1,142,110,3,43,75.42,26.1
hh-000441,dist-3,411001,15-03-2026,18-03-2026,13,0,regular,emergency,1,156,40,0,8,47.43,14.16
hh-000442,dist-17,422001,09-01-2026,13-01-2026,78,0,regular,normal,1,50,5,0,69,56.98,6.42
hh-000443,dist-9,400001,11-02-2026,13-02-2026,45,0,regular,normal,1,167,4,0,44,58.12,6.58
hh-000444,dist-9,411001,05-02-2026,10-02-2026,51,1,regular,normal,1,159,95,0,44,75.3,23.66
hh-000445,dist-8,422001,07-01-2026,10-01-2026,80,1,bpl,normal,2,160,120,1,73,89.07,25.33
hh-000446,dist-8,416001,06-02-2026,09-02-2026,50,1,bpl,normal,1,172,34,0,49,93.23,9.88
hh-000447,dist-10,422001,26-02-2026,01-03-2026,30,0,regular,normal,1,129,34,0,24,66.13,11.77
hh-000448,dist-13,416001,13-03-2026,15-03-2026,15,1,bpl,emergency,1,98,109,0,5,85.27,23.93
hh-000449,dist-4,431001,05-02-2026,07-02-2026,51,0,regular,alert,1,158,99,0,46,57.45,20.94
hh-000450,dist-18,400001,13-03-2026,17-03-2026,15,0,regular,normal,1,122,45,0,11,38.99,16.28
hh-000451,dist-3,400001,14-01-2026,19-01-2026,73,0,regular,alert,1,38,12,1,71,58.17,12.66
hh-000452,dist-19,411001,22-02-2026,27-02-2026,34,0,regular,normal,2,171,59,1,30,57.75,14.89
hh-000453,dist-11,431001,26-02-2026,27-02-2026,30,1,medical,alert,1,23,34,2,26,100,13.33
hh-000454,dist-20,422001,03-02-2026,07-02-2026,53,0,medical,normal,1,172,14,1,49,81.24,6.65
hh-000455,dist-9,422001,26-03-2026,28-03-2026,2,0,medical,normal,1,107,35,0,0,47.32,12.11
hh-000456,dist-16,422001,02-02-2026,04-02-2026,54,1,bpl,alert,1,8,50,2,47,98.58,18.31
hh-000457,dist-11,416001,12-02-2026,12-02-2026,44,1,bpl,emergency,1,95,11,1,40,98.51,3.57
hh-000458,dist-13,416001,13-02-2026,18-02-2026,43,1,bpl,alert,1,29,114,0,40,96.67,29.48
hh-000459,dist-19,411001,02-03-2026,05-03-2026,26,1,regular,normal,1,123,3,0,26,72.65,6.83
hh-000460,dist-4,411001,10-02-2026,15-02-2026,46,0,regular,normal,1,46,95,0,45,59.15,27.1
hh-000461,dist-1,422001,12-02-2026,16-02-2026,44,0,regular,normal,1,169,7,1,43,54.64,7.28
hh-000462,dist-3,400001,16-03-2026,21-03-2026,12,0,medical,normal,1,94,104,1,2,56.34,26.73
hh-000463,dist-19,440001,03-02-2026,05-02-2026,53,0,medical,alert,1,93,9,0,51,86.12,4
hh-000464,dist-18,411001,13-03-2026,13-03-2026,15,0,bpl,normal,1,164,49,0,15,52.19,15.2
hh-000465,dist-6,400001,09-02-2026,12-02-2026,47,0,regular,normal,1,129,89,0,45,53.89,22.08
hh-000466,dist-8,411001,20-02-2026,21-02-2026,36,1,regular,normal,2,168,106,0,31,72.54,26.33
hh-000467,dist-4,440001,06-01-2026,07-01-2026,81,0,regular,alert,1,126,99,0,78,62.57,25.77
hh-000468,dist-16,422001,12-02-2026,16-02-2026,44,0,medical,normal,1,119,33,0,37,86.33,10.36
hh-000469,dist-6,411001,22-01-2026,23-01-2026,65,0,regular,normal,1,159,75,0,62,56.84,17.25
hh-000470,dist-4,431001,07-03-2026,11-03-2026,21,1,bpl,normal,1,26,61,0,21,81.73,18.97
hh-000471,dist-15,411001,13-02-2026,16-02-2026,43,1,bpl,normal,2,59,43,0,34,91.02,13.48
hh-000472,dist-15,422001,14-02-2026,14-02-2026,42,0,medical,alert,1,171,79,1,33,93.72,17.75
hh-000473,dist-14,440001,28-01-2026,01-02-2026,59,0,regular,normal,1,117,95,1,56,54.54,26.38
hh-000474,dist-5,440001,05-01-2026,05-01-2026,82,0,regular,normal,1,137,5,0,76,49.91,7.36
hh-000475,dist-15,422001,06-02-2026,11-02-2026,50,1,bpl,normal,2,41,46,0,40,89.72,14.96
hh-000476,dist-10,411001,20-03-2026,23-03-2026,8,0,regular,alert,1,43,112,0,6,35.95,30.95
hh-000477,dist-1,416001,19-03-2026,24-03-2026,9,0,medical,normal,1,77,90,2,1,50.57,24.27
hh-000478,dist-3,440001,15-01-2026,16-01-2026,72,0,regular,normal,1,21,15,0,65,54.2,11.83
hh-000479,dist-18,416001,08-01-2026,13-01-2026,79,0,medical,normal,1,37,84,0,70,84.3,21.54
hh-000480,dist-8,431001,03-03-2026,07-03-2026,25,1,bpl,normal,1,96,58,0,17,88.16,13.06
hh-000481,dist-18,431001,09-02-2026,10-02-2026,47,0,regular,normal,2,24,25,1,40,60.4,14.91
hh-000482,dist-10,400001,20-02-2026,21-02-2026,36,1,medical,normal,1,141,81,0,30,100,17.84
hh-000483,dist-16,431001,07-03-2026,12-03-2026,21,1,bpl,normal,1,67,107,2,11,77.3,28.29
hh-000484,dist-11,422001,23-02-2026,25-02-2026,33,0,regular,alert,1,41,115,0,31,63.7,29.8
hh-000485,dist-10,400001,13-02-2026,18-02-2026,43,0,medical,emergency,1,145,37,0,41,95.27,7.83
hh-000486,dist-5,411001,11-03-2026,12-03-2026,17,1,bpl,normal,1,55,27,0,17,68.41,8.45
hh-000487,dist-12,422001,19-01-2026,24-01-2026,68,1,regular,normal,1,135,99,0,61,79.09,23.09
hh-000488,dist-18,440001,03-03-2026,05-03-2026,25,1,bpl,normal,2,154,86,0,16,84.78,17.06
hh-000489,dist-4,416001,12-03-2026,17-03-2026,16,1,regular,normal,1,166,108,0,11,62.12,26.91
hh-000490,dist-7,440001,07-03-2026,10-03-2026,21,0,regular,alert,1,122,87,0,20,57.96,22.54
hh-000491,dist-11,440001,27-02-2026,02-03-2026,29,0,regular,alert,1,117,48,0,29,62.2,15.99
